('Christopher', 'Nolan', 'British'),
('Luc', 'Besson', 'French'),
('Michael', 'Mann', 'American'),
('David', 'O. Russell', 'American'),
('Ethan', 'Coen', 'American'),
('Joel', 'Coen', 'American'),
('Alejandro', 'González Iñárritu', 'Mexican'),
('Spike', 'Jonze', 'American'),
('George', 'Clooney', 'American'),
('Joel', 'Edgerton', 'Australian'),
('Tom', 'Hooper', 'British'),
('Ron', 'Howard', 'American'),
('Wes', 'Craven', 'American'),
('Martin', 'McDonagh', 'British'),
('David', 'Gordon Green', 'American'),
('James', 'Wan', 'Malaysian'),
('John', 'Lasseter', 'American'),
('David', 'Ayer', 'American'),
('Robert', 'Rodriguez', 'American'),
('John', 'Carpenter', 'American'),
('Renny', 'Harlin', 'Finnish'),
('Wolfgang', 'Petersen', 'German'),
('Guy', 'Ritchie', 'British'),
('Peter', 'Jackson', 'New Zealander'),
('Gore', 'Verbinski', 'American'),
('F. Gary', 'Gray', 'American'),
('David', 'Twohy', 'American'),
('Patty', 'Jenkins', 'American'),
('Joss', 'Whedon', 'American'),
('Penny', 'Marshall', 'American'),
('Richard', 'Linklater', 'American'),
('Edgar', 'Wright', 'British'),
('John', 'Hughes', 'American'),
('Christopher', 'Guest', 'American'),
('Lana', 'Wachowski', 'American'),
('Lilly', 'Wachowski', 'American'),
('Todd', 'Field', 'American'),
('Michael', 'Moore', 'American'),
('Paul', 'Greengrass', 'British'),
('Michael', 'Bay', 'American'),
('Werner', 'Herzog', 'German'),
('Roman', 'Polanski', 'French-Polish'),
('Preston', 'Sturges', 'American'),
('David', 'Lynch', 'American'),
('Rian', 'Johnson', 'American'),
('Denis', 'Villeneuve', 'Canadian'),
('Matthew', 'Vaughn', 'British'),
('Ava', 'DuVernay', 'American'),
('Robert', 'Eggers', 'American'),
('John', 'Krasinski', 'American'),
('Matthew', 'McConaughey', 'American'),
('Naoko', 'Yamada', 'Japanese'),
('Mamoru', 'Hosoda', 'Japanese'),
('Yoshiyuki', 'Tomino', 'Japanese'),
('Masaaki', 'Yuasa', 'Japanese'),
('Katsuhiro', 'Otomo', 'Japanese'),
('Kunihiko', 'Ikuhara', 'Japanese'),
('Isao', 'Takahata', 'Japanese'),
('Yasujiro', 'Ozu', 'Japanese'),
('Hayao', 'Miyazaki', 'Japanese'),
('Makoto', 'Shinkai', 'Japanese'),
('Satoshi', 'Kon', 'Japanese'),
('Hirokazu', 'Kore-eda', 'Japanese'),
('Kenji', 'Mizoguchi', 'Japanese'),
('Takeshi', 'Kitano', 'Japanese'),
('Hideo', 'Kojima', 'Japanese'),
('Shinya', 'Tsukamoto', 'Japanese'),
('Sion', 'Sono', 'Japanese'),
('Akira', 'Kurosawa', 'Japanese'),
('Masaki', 'Kobayashi', 'Japanese'),
('Kenji', 'Mizoguchi', 'Japanese'),
('Kaneto', 'Shindō', 'Japanese'),
('Nagisa', 'Ōshima', 'Japanese'),
('Kinji', 'Fukasaku', 'Japanese'),
('Takashi', 'Miike', 'Japanese'),
('Ryūsuke', 'Hamaguchi', 'Japanese'),
('Yoshiaki', 'Kawajiri', 'Japanese'),
('Isao', 'Takahata', 'Japanese'),
('Kiyoshi', 'Kurosawa', 'Japanese'),
('Hiroshi', 'Inagaki', 'Japanese'),
('Michael', 'Apted', 'British'),
('George', 'Roy Hill', 'American'),
('Michael', 'Radford', 'British'),
('Jonathan', 'Lynn', 'British'),
('Neil', 'Jordan', 'Irish'),
('Alejandro', 'González Iñárritu', 'Mexican'),
('Fernando', 'Meirelles', 'Brazilian'),
('Lone', 'Scherfig', 'Danish'),
('George', 'Nolfi', 'American'),
('Lasse', 'Hallström', 'Swedish'),
('Jay', 'Roach', 'American'),
('Adam', 'Shankman', 'American'),
('Mikael', 'Håfström', 'Swedish'),
('Tom', 'McCarthy', 'American'),
('Jason', 'Reitman', 'Canadian'),
('Shane', 'Black', 'American'),
('Wim', 'Wenders', 'German'),
('Jim', 'Sheridan', 'Irish'),
('Peter', 'Mullan', 'Scottish'),
('Ken', 'Loach', 'British'),
('Terry', 'Jones', 'British'),
('Stephen', 'Daldry', 'British'),
('Baz', 'Luhrmann', 'Australian'),
('Gurinder', 'Chadha', 'British'),
('Sally', 'Potter', 'British'),
('Danny', 'Boyle', 'British'),
('Andrea', 'Arnold', 'British'),
('Amma', 'Asante', 'British'),
('Andrew', 'Haigh', 'British'),
('Steve', 'McQueen', 'British'),
('Lynne', 'Ramsay', 'Scottish'),
('Armando', 'Iannucci', 'Scottish'),
('Garth', 'Jennings', 'British'),
('Jonathan', 'Glazer', 'British'),
('David', 'Mackenzie', 'British'),
('Gareth', 'Edwards', 'British'),
('Paul', 'Greengrass', 'British'),
('Tom', 'Hooper', 'British'),
('Alex', 'Garland', 'British'),
('Guy', 'Ritchie', 'British'),
('Edgar', 'Wright', 'British'),
('Christopher', 'Nolan', 'British'),
('Ridley', 'Scott', 'British'),
('Peter', 'Jackson', 'New Zealander'),
('Jane', 'Campion', 'New Zealander'),
('Taika', 'Waititi', 'New Zealander'),
('Roger', 'Donaldson', 'New Zealander'),
('Andrew', 'Niccol', 'New Zealander'),
('Vincent', 'Ward', 'New Zealander'),
('Niki', 'Caro', 'New Zealander'),
('Lee', 'Tamahori', 'New Zealander'),
('Andrew', 'Adamson', 'New Zealander'),
('Neill', 'Blomkamp', 'South African'),
('Gavin', 'Hood', 'South African'),
('Darrell', 'Roodt', 'South African'),
('Oliver', 'Hirschbiegel', 'German'),
('Volker', 'Schlöndorff', 'German'),
('Andreas', 'Dresen', 'German'),
('Christian', 'Petzold', 'German'),
('Rainer', 'Werner Fassbinder', 'German'),
('Margarethe', 'von Trotta', 'German'),
('Tom', 'Tykwer', 'German'),
('Michael', 'Haneke', 'Austrian'),
('Jessica', 'Hausner', 'Austrian'),
('Ulrich', 'Seidl', 'Austrian'),
('Stefan', 'Ruzowitzky', 'Austrian'),
('Sebastian', 'Koch', 'Austrian'),
('Hannes', 'Holm', 'Swedish'),
('Lasse', 'Hallström', 'Swedish'),
('Tomas', 'Alfredson', 'Swedish'),
('Roy', 'Andersson', 'Swedish'),
('Jan', 'Trobisch', 'German'),
('Philipp', 'Leinemann', 'German'),
('Florian', 'Henckel von Donnersmarck', 'German'),
('Dennis', 'Gansel', 'German'),
('Florian', 'Cossen', 'German'),
('Chris', 'Kraus', 'German'),
('Christian', 'Zübert', 'German'),
('Andreas', 'Prochaska', 'Austrian'),
('Andreas', 'Gruber', 'Austrian'),
('Wolfgang', 'Murnberger', 'Austrian'),
('Otto', 'Schwarz', 'Austrian'),
('Barbara', 'Albert', 'Austrian'),
('Ulrich', 'Seidl', 'Austrian'),
('Michael', 'Haneke', 'Austrian'),
('Stefan', 'Ruzowitzky', 'Austrian'),
('Jessica', 'Hausner', 'Austrian'),
('Götz', 'Spielmann', 'Austrian'),
('Kurt', 'Mayer', 'Austrian'),
('Michael', 'Glawogger', 'Austrian'),
('Werner', 'Herzog', 'German'),
('Wim', 'Wenders', 'German'),
('Volker', 'Schlöndorff', 'German'),
('Andreas', 'Dresen', 'German'),
('Christian', 'Petzold', 'German'),
('Rainer', 'Werner Fassbinder', 'German'),
('Margarethe', 'von Trotta', 'German'),
('Tom', 'Tykwer', 'German'),
('Michael', 'Haneke', 'Austrian'),
('Jessica', 'Hausner', 'Austrian'),
('Ulrich', 'Seidl', 'Austrian'),
('Stefan', 'Ruzowitzky', 'Austrian'),
('Sebastian', 'Koch', 'Austrian'),
('Hannes', 'Holm', 'Swedish'),
('Lasse', 'Hallström', 'Swedish'),
('Tomas', 'Alfredson', 'Swedish'),
('Roy', 'Andersson', 'Swedish'),
('Jan', 'Trobisch', 'German'),
('Philipp', 'Leinemann', 'German'),
('Florian', 'Henckel von Donnersmarck', 'German'),
('Dennis', 'Gansel', 'German'),
('Florian', 'Cossen', 'German'),
('Chris', 'Kraus', 'German'),
('Christian', 'Zübert', 'German'),
('Andreas', 'Prochaska', 'Austrian'),
('Andreas', 'Gruber', 'Austrian'),
('Wolfgang', 'Murnberger', 'Austrian'),
('Otto', 'Schwarz', 'Austrian'),
('Barbara', 'Albert', 'Austrian'),
('Ulrich', 'Seidl', 'Austrian'),
('Michael', 'Haneke', 'Austrian'),
('Stefan', 'Ruzowitzky', 'Austrian'),
('Jessica', 'Hausner', 'Austrian'),
('Götz', 'Spielmann', 'Austrian'),
('Kurt', 'Mayer', 'Austrian'),
('Steven', 'Spielberg', 'American'),
('Martin', 'Scorsese', 'American'),
('Quentin', 'Tarantino', 'American'),
('Spike', 'Lee', 'American'),
('George', 'Lucas', 'American'),
('Clint', 'Eastwood', 'American'),
('Tim', 'Burton', 'American'),
('Fernando', 'Meirelles', 'Brazilian'),
('Walter', 'Salles', 'Brazilian'),
('Glauber', 'Rocha', 'Brazilian'),
('Kleber', 'Mendonça Filho', 'Brazilian'),
('José', 'Padilha', 'Brazilian'),
('Carlos', 'Diegues', 'Brazilian'),
('Hector', 'Babenco', 'Brazilian'),
('Anna', 'Muylaert', 'Brazilian'),
('Nelson', 'Pereira dos Santos', 'Brazilian'),
('Julio', 'Bressane', 'Brazilian'),
('Zhang', 'Yimou', 'Chinese'),
('Chen', 'Kaige', 'Chinese'),
('Jia', 'Zhangke', 'Chinese'),
('Feng', 'Xiaogang', 'Chinese'),
('Wu', 'Jing', 'Chinese'),
('Xie', 'Jin', 'Chinese'),
('Werner', 'Herzog', 'German'),
('Wim', 'Wenders', 'German'),
('Tom', 'Tykwer', 'German'),
('Christian', 'Petzold', 'German'),
('Leni', 'Riefenstahl', 'German'),
('Florian', 'Henckel von Donnersmarck', 'German'),
('Federico', 'Fellini', 'Italian'),
('Roberto', 'Rossellini', 'Italian'),
('Vittorio', 'De Sica', 'Italian'),
('Bernardo', 'Bertolucci', 'Italian'),
('Dario', 'Argento', 'Italian'),
('Sergio', 'Leone', 'Italian'),
('Michelangelo', 'Antonioni', 'Italian'),
('Luchino', 'Visconti', 'Italian'),
('Nanni', 'Moretti', 'Italian'),
('Giuseppe', 'Tornatore', 'Italian'),
('Bong', 'Joon-ho', 'South Korean'),
('Park', 'Chan-wook', 'South Korean'),
('Kim', 'Ki-duk', 'South Korean'),
('Hong', 'Sang-soo', 'South Korean'),
('Na', 'Hong-jin', 'South Korean'),
('Lee', 'Chang-dong', 'South Korean'),
('Kim', 'Jee-woon', 'South Korean'),
('Park', 'Hoon-jung', 'South Korean'),
('Yoon', 'Hong-seung', 'South Korean'),
('Kim', 'Min-hee', 'South Korean'),
('Satyajit', 'Ray', 'Indian'),
('Rajkumar', 'Hirani', 'Indian'),
('Karan', 'Johar', 'Indian'),
('Anurag', 'Kashyap', 'Indian'),
('Mani', 'Ratnam', 'Indian'),
('Yash', 'Chopra', 'Indian'),
('S.S.', 'Rajamouli', 'Indian'),
('Guru', 'Dutt', 'Indian'),
('Shyam', 'Benegal', 'Indian'),
('Ritwik', 'Ghatak', 'Indian'),
('Akira', 'Kurosawa', 'Japanese'),
('Hayao', 'Miyazaki', 'Japanese'),
('Yasujiro', 'Ozu', 'Japanese'),
('Takeshi', 'Kitano', 'Japanese'),
('Hirokazu', 'Kore-eda', 'Japanese'),
('Satoshi', 'Kon', 'Japanese'),
('Kenji', 'Mizoguchi', 'Japanese'),
('Juzo', 'Itami', 'Japanese'),
('Kiyoshi', 'Kurosawa', 'Japanese'),
('Shunji', 'Iwai', 'Japanese'),
('François', 'Truffaut', 'French'),
('Claude', 'Chabrol', 'French'),
('Agnes', 'Varda', 'French'),
('Luc', 'Besson', 'French'),
('Michel', 'Gondry', 'French'),
('Jacques', 'Tati', 'French'),
('Louis', 'Malle', 'French'),
('Gaspar', 'Noé', 'French'),
('Olivier', 'Assayas', 'French'),
('Christopher', 'Nolan', 'British'),
('Ridley', 'Scott', 'British'),
('Guy', 'Ritchie', 'British'),
('Ken', 'Loach', 'British'),
('Danny', 'Boyle', 'British'),
('David', 'Lean', 'British'),
('Alfred', 'Hitchcock', 'British'),
('Mike', 'Leigh', 'British'),
('Richard', 'Attenborough', 'British'),
('Gavin', 'Hood', 'South African'),
('Neill', 'Blomkamp', 'South African'),
('Darrell', 'Roodt', 'South African'),
('Oliver', 'Hermanus', 'South African'),
('Jenna', 'Bass', 'South African'),
('Katleho', 'Ramaphakela', 'South African'),
('Sara', 'Blecher', 'South African'),
('Mandla', 'Dube', 'South African'),
('Alfonso', 'Cuarón', 'Mexican'),
('Guillermo', 'del Toro', 'Mexican'),
('Alejandro', 'González Iñárritu', 'Mexican'),
('Carlos', 'Reygadas', 'Mexican'),
('Emilio', 'Fernández', 'Mexican'),
('Amat', 'Escalante', 'Mexican'),
('Issa', 'López', 'Mexican'),
('Arturo', 'Ripstein', 'Mexican'),
('Jaime', 'Humberto Hermosillo', 'Mexican'),
('Ingmar', 'Bergman', 'Swedish'),
('Roy', 'Andersson', 'Swedish'),
('Lukas', 'Moodysson', 'Swedish'),
('Jan', 'Troell', 'Swedish'),
('Ruben', 'Östlund', 'Swedish'),
('Vilgot', 'Sjöman', 'Swedish'),
('Bo', 'Widerberg', 'Swedish'),
('Mauritz', 'Stiller', 'Swedish'),
('Gustaf', 'Molander', 'Swedish'),
('Victor', 'Sjöström', 'Swedish'),
('Kunle', 'Afolayan', 'Nigerian'),
('Tunde', 'Kelani', 'Nigerian'),
('Genevieve', 'Nnaji', 'Nigerian'),
('Kemi', 'Adetiba', 'Nigerian'),
('Mildred', 'Okwo', 'Nigerian'),
('Chineze', 'Anyaele', 'Nigerian'),
('Akin', 'Omotoso', 'Nigerian'),
('Kingsley', 'Ogoro', 'Nigerian'),
('Niyi', 'Akinmolayan', 'Nigerian'),
('Jadesola', 'Osiberu', 'Nigerian'),
('Lucrecia', 'Martel', 'Argentinian'),
('Pablo', 'Trapero', 'Argentinian'),
('Juan José', 'Campanella', 'Argentinian'),
('Fabián', 'Bielinsky', 'Argentinian'),
('Alejandro', 'Doria', 'Argentinian'),
('Gastón', 'Duprat', 'Argentinian'),
('Mariano', 'Llinás', 'Argentinian'),
('Lisandro', 'Alonso', 'Argentinian'),
('Gabriel', 'Martiínez', 'Argentinian'),
('Andrei', 'Tarkovsky', 'Russian'),
('Sergei', 'Eisenstein', 'Russian'),
('Aleksandr', 'Sokurov', 'Russian'),
('Andrey', 'Zvyagintsev', 'Russian'),
('Nikita', 'Mikhalkov', 'Russian'),
('Vladimir', 'Bortko', 'Russian'),
('Lev', 'Kuleshov', 'Russian'),
('Elem', 'Klimov', 'Russian'),
('Karen', 'Shakhnazarov', 'Russian'),
('Timur', 'Bekmambetov', 'Russian'),
('Pedro', 'Almodóvar', 'Spanish'),
('Luis', 'Buñuel', 'Spanish'),
('Víctor', 'Erice', 'Spanish'),
('Fernando', 'Trueba', 'Spanish'),
('Carlos', 'Saura', 'Spanish'),
('J.A.', 'Bayona', 'Spanish'),
('Isabel', 'Coixet', 'Spanish'),
('Juan Antonio', 'Bardem', 'Spanish'),
('George', 'Miller', 'Australian'),
('Baz', 'Luhrmann', 'Australian'),
('Peter', 'Weir', 'Australian'),
('Philip', 'Noyce', 'Australian'),
('Mad Max', 'Gibson', 'Australian'),
('Gillian', 'Armstrong', 'Australian'),
('Russell', 'Mulcahy', 'Australian'),
('Simon', 'Wincer', 'Australian'),
('David', 'Cronenberg', 'Canadian'),
('Denys', 'Arcand', 'Canadian'),
('Atom', 'Egoyan', 'Canadian'),
('Jean-Marc', 'Vallée', 'Canadian'),
('Xavier', 'Dolan', 'Canadian'),
('Sarah', 'Polley', 'Canadian'),
('Deepa', 'Mehta', 'Canadian'),
('James', 'Cameron', 'Canadian'),
('Ivan', 'Reitman', 'Canadian'),
('Norman', 'Jewison', 'Canadian'),
('Ferzan', 'Özpetek', 'Turkish'),
('Semih', 'Kaplanoglu', 'Turkish'),
('Zeki', 'Demirkubuz', 'Turkish'),
('Çağan', 'Irmak', 'Turkish'),
('Yılmaz', 'Erdoğan', 'Turkish'),
('Kutluğ', 'Ataman', 'Turkish'),
('Des', 'McAnuff', 'Canadian'),
('Zeki', 'Alasya', 'Turkish'),
('Atıf', 'Yılmaz', 'Turkish'),
('Ferit', 'Karahan', 'Turkish'),
('Zülfü', 'Livaneli', 'Turkish'),
('Memduh', 'Ün', 'Turkish'),
('Tolga', 'Karaçelik', 'Turkish'),
('Ertem', 'Eğilmez', 'Turkish'),
('Yavuz', 'Turgul', 'Turkish'),
('Reis', 'Çelik', 'Turkish'),
('Necati', 'Akpinar', 'Turkish'),
('Armando', 'Bo', 'Argentinian'),
('Alejandro', 'Doria', 'Argentinian'),
('Fabián', 'Bielinsky', 'Argentinian'),
('Gastón', 'Duprat', 'Argentinian'),
('Mariano', 'Llinás', 'Argentinian'),
('Gabriel', 'Martiínez', 'Argentinian'),
('Celina', 'Murga', 'Argentinian'),
('Ana', 'Katz', 'Argentinian'),
('Miguel', 'Cohan', 'Argentinian'),
('Benjamín', 'Ávila', 'Argentinian'),
('Hugo', 'Gatti', 'Argentinian'),
('Lucas', 'Deminico', 'Argentinian'),
('Andrés', 'Waissbluth', 'Argentinian'),
('Nicolás', 'Goldbart', 'Argentinian'),
('Ezequiel', 'Acuña', 'Argentinian'),
('Marcelo', 'Pineyro', 'Argentinian'),
('Anahí', 'Berneri', 'Argentinian'),
('Andrés', 'Goteira', 'Argentinian'),
('Federico', 'Weingartner', 'Argentinian'),
('Ruy', 'Guerreiro', 'Brazilian'),
('Joaquim', 'Pedro de Andrade', 'Brazilian'),
('Rogério', 'Sganzerla', 'Brazilian'),
('José', 'Padilha', 'Brazilian'),
('Glauber', 'Rocha', 'Brazilian'),
('Walter', 'Salles', 'Brazilian'),
('Heitor', 'Dhalia', 'Brazilian'),
('Kiko', 'Goifman', 'Brazilian'),
('João', 'Moreira Salles', 'Brazilian'),
('Sérgio', 'Rezende', 'Brazilian'),
('Karim', 'Aïnouz', 'Brazilian'),
('Wagner', 'Moura', 'Brazilian'),
('Andrucha', 'Waddington', 'Brazilian'),
('Hector', 'Babenco', 'Brazilian'),
('Marcelo', 'Machado', 'Brazilian'),
('Walter', 'Carvalho', 'Brazilian'),
('Beto', 'Brant', 'Brazilian'),
('Julia', 'Murat', 'Brazilian'),
('Mário', 'Peixoto', 'Brazilian'),
('Andrzej', 'Wajda', 'Polish'),
('Krzysztof', 'Kieślowski', 'Polish'),
('Agnieszka', 'Holland', 'Polish'),
('Jerzy', 'Skolimowski', 'Polish'),
('Paweł', 'Pawlikowski', 'Polish'),
('Władysław', 'Pasikowski', 'Polish'),
('Janusz', 'Majewski', 'Polish'),
('Wojciech', 'Has', 'Polish'),
('Krzysztof', 'Zanussi', 'Polish'),
('Andrzej', 'Żuławski', 'Polish'),
('Wojciech', 'Smarzowski', 'Polish'),
('Jan', 'Komasa', 'Polish'),
('Jan', 'P. Matuszyński', 'Polish'),
('Piotr', 'Szulkin', 'Polish'),
('Ryszard', 'Bugajski', 'Polish'),
('Kazimierz', 'Kutz', 'Polish'),
('Lech', 'Majewski', 'Polish'),
('Tadeusz', 'Chmielewski', 'Polish'),
('Stanisław', 'Różewicz', 'Polish'),
('Milos', 'Forman', 'Czech'),
('Jan', 'Švankmajer', 'Czech'),
('Věra', 'Chytilová', 'Czech'),
('Jiří', 'Menzel', 'Czech'),
('Ivan', 'Passer', 'Czech'),
('Jan', 'Hřebejk', 'Czech'),
('Jiří', 'Weiss', 'Czech'),
('Jiří', 'Barta', 'Czech'),
('Václav', 'Marhoul', 'Czech'),
('Bohdan', 'Sláma', 'Czech'),
('Vojtěch', 'Jasný', 'Czech'),
('Juraj', 'Herz', 'Czech'),
('Jiří', 'Krejčík', 'Czech'),
('Jiří', 'Menzel', 'Czech'),
('Alice', 'Nellis', 'Czech'),
('Šimon', 'Šafránek', 'Czech'),
('Ester', 'Krumbachová', 'Czech'),
('David', 'Ondříček', 'Czech'),
('Tomáš', 'Vorel', 'Czech'),
('Abbas', 'Kiarostami', 'Iranian'),
('Asghar', 'Farhadi', 'Iranian'),
('Mohsen', 'Makhmalbaf', 'Iranian'),
('Jafar', 'Panahi', 'Iranian'),
('Majid', 'Majidi', 'Iranian'),
('Samira', 'Makhmalbaf', 'Iranian'),
('Bahman', 'Ghobadi', 'Iranian'),
('Rakhshan', 'Bani-Etemad', 'Iranian'),
('Dariush', 'Mehrjui', 'Iranian'),
('Masoud', 'Kimiai', 'Iranian'),
('Mohammad', 'Rasoulof', 'Iranian'),
('Parviz', 'Kimiai', 'Iranian'),
('Reza', 'Mirkarimi', 'Iranian'),
('Rasoul', 'Sadr-Ameli', 'Iranian'),
('Shirin', 'Neshat', 'Iranian'),
('Mehdi', 'Fakhimzadeh', 'Iranian'),
('Hamid', 'Nematollah', 'Iranian'),
('Ghorban', 'Mohammadpour', 'Iranian'),
('Mohammad', 'Ali Talebi', 'Iranian'),
('Kamal', 'Tabrizi', 'Iranian'),
('Apichatpong', 'Weerasethakul', 'Thai'),
('Wisit', 'Sasanatieng', 'Thai'),
('Nontawat', 'Numbenchapol', 'Thai'),
('Pen-Ek', 'Ratanaruang', 'Thai'),
('Prachya', 'Pinkaew', 'Thai'),
('Apirak', 'Mitrpracha', 'Thai'),
('Chookiat', 'Sakveerakul', 'Thai'),
('Paween', 'Purijitpanya', 'Thai'),
('Ekachai', 'Uekrongtham', 'Thai'),
('Thunska', 'Pansittivorakul', 'Thai'),
('Nawapol', 'Thamrongrattanarit', 'Thai'),
('Aditya', 'Assarat', 'Thai'),
('Sivaroj', 'Kongsakul', 'Thai'),
('Rirkrit', 'Tiravanija', 'Thai'),
('Pen-Ek', 'Ratanaruang', 'Thai'),
('Sompot', 'Chidgasornpongse', 'Thai'),
('Tanwarin', 'Sukkhapisit', 'Thai'),
('Anocha', 'Suwichakornpong', 'Thai'),
('Banjong', 'Pisanthanakun', 'Thai'),
('M.L.', 'Pundhevanop', 'Thai'),
('Nguyen', 'Vo Nghiem Minh', 'Vietnamese'),
('Dang', 'Nhat Minh', 'Vietnamese'),
('Dinh', 'Tuan Vu', 'Vietnamese'),
('Nguyen', 'Phan Quang Binh', 'Vietnamese'),
('Le', 'Thi Minh Ly', 'Vietnamese'),
('Nguyen', 'Thi Tham', 'Vietnamese'),
('Vu', 'Ngoc Dang', 'Vietnamese'),
('Tran', 'Anh Hung', 'Vietnamese'),
('Phan', 'Dang Di', 'Vietnamese'),
('Ash', 'Mayfair', 'Vietnamese'),
('Bui', 'Thac Chuyen', 'Vietnamese'),
('Nguyen', 'Vinh Son', 'Vietnamese'),
('Bui', 'Thac Chuyen', 'Vietnamese'),
('Duc', 'Ngoc', 'Vietnamese'),
('Nguyen', 'Hanh', 'Vietnamese'),
('Nguyen', 'Hoang Diep', 'Vietnamese'),
('Nguyen', 'Thi Minh Ngoc', 'Vietnamese'),
('Le', 'Van Kiet', 'Vietnamese'),
('Bui', 'Kim Quy', 'Vietnamese'),
('Theo', 'Angelopoulos', 'Greek'),
('Yorgos', 'Lanthimos', 'Greek'),
('Costa-Gavras', 'Z', 'Greek'),
('Michael', 'Cacoyannis', 'Greek'),
('Pantelis', 'Voulgaris', 'Greek'),
('Alekos', 'Sakellarios', 'Greek'),
('Tassos', 'Boulmetis', 'Greek'),
('Giannis', 'Dalianidis', 'Greek'),
('Elia', 'Kazan', 'Greek'),
('Iakovos', 'Kambanelis', 'Greek'),
('Pantelis', 'Kanarakis', 'Greek'),
('Dinos', 'Dimopoulos', 'Greek'),
('Tonia', 'Marketaki', 'Greek'),
('Yannis', 'Smaragdis', 'Greek'),
('Thanasis', 'Vengos', 'Greek'),
('Nikos', 'Koundouros', 'Greek'),
('Nikos', 'Kavoukidis', 'Greek'),
('Andreas', 'Thomopoulos', 'Greek'),
('Fenia', 'Cossovitsa', 'Greek'),
('Andreas', 'Papa', 'Greek'),
('Youssef', 'Chahine', 'Egyptian'),
('Mohamed', 'Diab', 'Egyptian'),
('Yousry', 'Nasrallah', 'Egyptian'),
('Khaled', 'Youssef', 'Egyptian'),
('Daoud', 'Abdel Sayed', 'Egyptian'),
('Radwan', 'El Kashef', 'Egyptian'),
('Tarek', 'Alarian', 'Egyptian'),
('Magdi', 'Ahmed Ali', 'Egyptian'),
('Tamer', 'Mohsen', 'Egyptian'),
('Amr', 'Waked', 'Egyptian'),
('Hala', 'Khalil', 'Egyptian'),
('Ali', 'Abdel Khalek', 'Egyptian'),
('Sherif', 'Arafa', 'Egyptian'),
('Ahmed', 'Zaki', 'Egyptian'),
('Yousry', 'El Hawary', 'Egyptian'),
('Atef', 'Al-Tayeb', 'Egyptian'),
('Mohamed', 'Shukry', 'Egyptian'),
('Ahmed', 'Nader Galal', 'Egyptian'),
('Khairy', 'Beshara', 'Egyptian'),
('Yousry', 'El Hawary', 'Egyptian'),
('Ciro', 'Guerra', 'Colombian'),
('Víctor', 'Gaviria', 'Colombian'),
('Simón', 'Gaviria', 'Colombian'),
('Andrés', 'Baiz', 'Colombian'),
('Alejandro', 'Aguirre', 'Colombian'),
('Jorge', 'Alí Triana', 'Colombian'),
('Carlos', 'Moreno', 'Colombian'),
('Catalina', 'Sandino Moreno', 'Colombian'),
('Ricardo', 'Coral-Dorado', 'Colombian'),
('Rubén', 'Mora', 'Colombian'),
('Jhonny', 'Hendrix Hinestroza', 'Colombian'),
('Carlos', 'Huibner', 'Colombian'),
('Diana', 'Ospina', 'Colombian'),
('Fernando', 'Arias', 'Colombian'),
('Luis', 'Ospina', 'Colombian'),
('César', 'Acevedo', 'Colombian'),
('Patricia', 'Cardoso', 'Colombian'),
('William', 'Vega', 'Colombian'),
('Henry', 'Rincón', 'Colombian'),
('Felipe', 'Aljure', 'Colombian'),
('Roy', 'Andersson', 'Swedish'),
('Lukas', 'Moodysson', 'Swedish'),
('Jan', 'Troell', 'Swedish'),
('Ruben', 'Östlund', 'Swedish'),
('Vilgot', 'Sjöman', 'Swedish'),
('Bo', 'Widerberg', 'Swedish'),
('Mauritz', 'Stiller', 'Swedish'),
('Gustaf', 'Molander', 'Swedish'),
('Victor', 'Sjöström', 'Swedish'),
('Malik', 'Bendjelloul', 'Swedish'),
('Jan', 'Gissberg', 'Swedish'),
('Mikael', 'Håfström', 'Swedish'),
('Leif', 'Lindblom', 'Swedish'),
('Daniel', 'Alfredson', 'Swedish'),
('Tomas', 'Alfredson', 'Swedish'),
('Kay', 'Pollak', 'Swedish'),
('Mats', 'Arehn', 'Swedish'),
('Stig', 'Bergqvist', 'Swedish'),
('Susanna', 'Edwards', 'Swedish'),
('Andreas', 'Lennartsson', 'Swedish'),
('Aki', 'Kaurismäki', 'Finnish'),
('Mika', 'Kaurismäki', 'Finnish'),
('Jörn', 'Donner', 'Finnish'),
('Klaus', 'Härö', 'Finnish'),
('Pirjo', 'Honkasalo', 'Finnish'),
('Aleksi', 'Salmenperä', 'Finnish'),
('Juho', 'Kuosmanen', 'Finnish'),
('Selma', 'Vilhunen', 'Finnish'),
('Arto', 'Halonen', 'Finnish'),
('Klaus', 'Härö', 'Finnish'),
('Kati', 'Outinen', 'Finnish'),
('Jukka', 'Pekka Laakso', 'Finnish'),
('Antti', 'Jokinen', 'Finnish'),
('Kaisa', 'Rastimo', 'Finnish'),
('Pekka', 'Lehto', 'Finnish'),
('Saara', 'Cantell', 'Finnish'),
('Ville', 'Jankeri', 'Finnish'),
('Aki-Petteri', 'Virta', 'Finnish'),
('Katja', 'Gauriloff', 'Finnish'),
('Jalmari', 'Helander', 'Finnish'),
('Kim', 'Ki-duk', 'South Korean'),
('Bong', 'Joon-ho', 'South Korean'),
('Kim', 'Jee-woon', 'South Korean'),
('Park', 'Chan-wook', 'South Korean'),
('Hong', 'Sang-soo', 'South Korean'),
('Kim', 'Kyoung-tae', 'South Korean'),
('Jeon', 'Kyu-hwan', 'South Korean'),
('Kim', 'Tae-yong', 'South Korean'),
